RefSeq_ID	Entrez_Gene_ID	Symbol	Probe_Id	Chromosome	Probe_Coordinates	Definition
NM_006566.1	10666	CD226	ILMN_1687825	18	65681578-65681627	Homo sapiens CD226 molecule (CD226), mRNA.
NM_001001331.1	491	ATP2B2	ILMN_1802223	3	10343026-10343075	Homo sapiens ATPase, Ca++ transporting, plasma membrane 2 (ATP2B2), transcript variant 1, mRNA.
NM_001001331.1	491	ATP2B2	ILMN_1734788	3	10395933-10395968:10401952-10401965	Homo sapiens ATPase, Ca++ transporting, plasma membrane 2 (ATP2B2), transcript variant 1, mRNA.
NM_020373.1	57101	TMEM16B	ILMN_1699121	12	5542381-5542430	Homo sapiens transmembrane protein 16B (TMEM16B), mRNA.
NM_005565.3	3937	LCP2	ILMN_1658962	5	169680136-169680185	Homo sapiens lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) (LCP2), mRNA.
XM_001129013.1	59307	SIGIRR	ILMN_1807981			PREDICTED: Homo sapiens single immunoglobulin and toll-interleukin 1 receptor (TIR) domain (SIGIRR), mRNA.
NM_022063.1	63877	C10orf84	ILMN_2101719	10	120059041-120059090	Homo sapiens chromosome 10 open reading frame 84 (C10orf84), mRNA.
NM_001010887.2	340485	ACER2	ILMN_1761000	9	19441232-19441281	Homo sapiens alkaline ceramidase 2 (ACER2), mRNA.
NM_006660.3	10845	CLPX	ILMN_1709894	15	65443145-65443160:65443161-65443194	Homo sapiens ClpX caseinolytic peptidase X homolog (E. coli) (CLPX), mRNA.
NM_015476.2	25941	C18orf10	ILMN_2207328	18	34376435-34376484	Homo sapiens chromosome 18 open reading frame 10 (C18orf10), mRNA.
NM_152265.1	91408	BTF3L4	ILMN_2072140	1	52326180-52326229	Homo sapiens basic transcription factor 3-like 4 (BTF3L4), mRNA.
NM_024649.4	582	BBS1	ILMN_1800590	11	66057367-66057416	Homo sapiens Bardet-Biedl syndrome 1 (BBS1), mRNA.
NM_016121.3	51133	KCTD3	ILMN_2134555	1	213861326-213861375	Homo sapiens potassium channel tetramerisation domain containing 3 (KCTD3), mRNA.
NM_144573.3	91624	NEXN	ILMN_1783276	1	78181249-78181298	Homo sapiens nexilin (F actin binding protein) (NEXN), mRNA.
NM_170693.1	10110	SGK2	ILMN_1660413	20	41621122-41621171	Homo sapiens serum/glucocorticoid regulated kinase 2 (SGK2), transcript variant 1, mRNA.
NM_052933.2	114960	TSGA13	ILMN_1758790	7	130353831-130353853:130353854-130353880	Homo sapiens testis specific, 13 (TSGA13), mRNA.
NM_001045475.1	401387	LOC401387	ILMN_2123478			Homo sapiens hypothetical protein LOC401387 (LOC401387), mRNA.
NM_018951.3	3206	HOXA10	ILMN_1682110	7	27213383-27213432	Homo sapiens homeobox A10 (HOXA10), transcript variant 1, mRNA.
NM_018951.3	3206	HOXA10	ILMN_1689336	7	27210506-27210555	Homo sapiens homeobox A10 (HOXA10), transcript variant 1, mRNA.
NM_001025593.1	27236	ARFIP1	ILMN_2403906	4	153832543-153832592	Homo sapiens ADP-ribosylation factor interacting protein 1 (ARFIP1), transcript variant 2, mRNA.
NM_012469.3	24148	PRPF6	ILMN_1659259	20	62113101-62113150	Homo sapiens PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae) (PRPF6), mRNA.
NM_020421.2	57143	ADCK1	ILMN_1698777	14	77469764-77469813	Homo sapiens aarF domain containing kinase 1 (ADCK1), mRNA.
NM_007325.2	2892	GRIA3	ILMN_2388669	X	122147403-122147452	Homo sapiens glutamate receptor, ionotrophic, AMPA 3 (GRIA3), transcript variant flip, mRNA.
NM_001024599.2	440689	HIST2H2BF	ILMN_1670093	1	148049908-148049957	Homo sapiens histone cluster 2, H2bf (HIST2H2BF), mRNA.
NM_001543.3	3340	NDST1	ILMN_1807283	5	149917621-149917670	Homo sapiens N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 (NDST1), mRNA.
NM_000608.2	5005	ORM2	ILMN_1731785	9	116133696-116133745	Homo sapiens orosomucoid 2 (ORM2), mRNA.
NM_080663.1	112479	EXOD1	ILMN_1657662	16	20699052-20699101	Homo sapiens exonuclease domain containing 1 (EXOD1), mRNA.
NM_144611.2	124936	CYB5D2	ILMN_1696254	17	4007353-4007402	Homo sapiens cytochrome b5 domain containing 2 (CYB5D2), mRNA.
NM_014589.1	30814	PLA2G2E	ILMN_1710590	1	20246846-20246895	Homo sapiens phospholipase A2, group IIE (PLA2G2E), mRNA.
NM_182658.1	359710	C20orf185	ILMN_1750365	20	31121385-31121422:31122720-31122731	Homo sapiens chromosome 20 open reading frame 185 (C20orf185), mRNA.
NM_006512.1	6291	SAA4	ILMN_1668055	11	18209549-18209598	Homo sapiens serum amyloid A4, constitutive (SAA4), mRNA.
NM_014379.2	27012	KCNV1	ILMN_1736303	8	111048766-111048815	Homo sapiens potassium channel, subfamily V, member 1 (KCNV1), mRNA.
NM_024105.3	79087	ALG12	ILMN_1743995	22	50297077-50297126	Homo sapiens asparagine-linked glycosylation 12, alpha-1,6-mannosyltransferase homolog (S. cerevisiae) (ALG12), mRNA.
NM_033200.1	91289	LMF2	ILMN_1716056	22	49288446-49288495	Homo sapiens lipase maturation factor 2 (LMF2), mRNA.
NM_001077242.1	91614	DEPDC7	ILMN_2280960	11	32994004-32994053	Homo sapiens DEP domain containing 7 (DEPDC7), transcript variant 1, mRNA.
NM_001077242.1	91614	DEPDC7	ILMN_2383163	11	33006810-33006859	Homo sapiens DEP domain containing 7 (DEPDC7), transcript variant 1, mRNA.
NM_001001703.1	401191	FLJ46010	ILMN_1699072	5	65903160-65903209	Homo sapiens FLJ46010 protein (FLJ46010), mRNA.
NM_152373.2	127396	ZNF684	ILMN_1751393	1	40786186-40786235	Homo sapiens zinc finger protein 684 (ZNF684), mRNA.
NM_058238.1	7477	WNT7B	ILMN_2153495	22	44696820-44696869	Homo sapiens wingless-type MMTV integration site family, member 7B (WNT7B), mRNA.
NM_001448.2	2239	GPC4	ILMN_1789502	X	132435446-132435495	Homo sapiens glypican 4 (GPC4), mRNA.
NM_020812.1	57572	DOCK6	ILMN_1801226	19	11171142-11171172:11171173-11171191	Homo sapiens dedicator of cytokinesis 6 (DOCK6), mRNA.
NM_030912.2	81603	TRIM8	ILMN_1746704	10	104407199-104407248	Homo sapiens tripartite motif-containing 8 (TRIM8), mRNA.
NM_014552.2	29841	GRHL1	ILMN_1795767	2	10059361-10059410	Homo sapiens grainyhead-like 1 (Drosophila) (GRHL1), transcript variant 1, mRNA.
NM_014552.2	29841	GRHL1	ILMN_1651286	2	10016375-10016424	Homo sapiens grainyhead-like 1 (Drosophila) (GRHL1), transcript variant 1, mRNA.
NM_182970.2	140730	RIMS4	ILMN_1746031	20	43380647-43380696	Homo sapiens regulating synaptic membrane exocytosis 4 (RIMS4), mRNA.
NM_212559.1	402415	XKRX	ILMN_1769071	X	100055351-100055400	Homo sapiens XK, Kell blood group complex subunit-related, X-linked (XKRX), mRNA.
NM_018990.2	54440	SASH3	ILMN_1697554	X	128756617-128756666	Homo sapiens SAM and SH3 domain containing 3 (SASH3), mRNA.
NM_013330.3	29922	NME7	ILMN_1716583	1	169102054-169102055:169138685-169138732	Homo sapiens non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase) (NME7), transcript variant 1, mRNA.
NM_176816.2	202243	KENAE	ILMN_1653480	5	68613002-68613051	Homo sapiens Kenae (KENAE), mRNA.
NM_022872.2	2537	IFI6	ILMN_2347798	1	27994780-27994829	Homo sapiens interferon, alpha-inducible protein 6 (IFI6), transcript variant 2, mRNA.
NM_018891.1	3918	LAMC2	ILMN_1706519	1	181476639-181476688	Homo sapiens laminin, gamma 2 (LAMC2), transcript variant 2, mRNA.
NM_016449.2	51233	C22orf43	ILMN_1766178	22	23950841-23950890	Homo sapiens chromosome 22 open reading frame 43 (C22orf43), mRNA.
NM_020986.2	1103	CHAT	ILMN_2305843	10	50533247-50533288:50533438-50533445	Homo sapiens choline acetyltransferase (CHAT), transcript variant N2, mRNA.
NM_152418.2	138009	WDR21C	ILMN_1768454	8	88952761-88952810	Homo sapiens WD repeat domain 21C (WDR21C), mRNA.
NM_002866.3	5864	RAB3A	ILMN_1755369	19	18168892-18168941	Homo sapiens RAB3A, member RAS oncogene family (RAB3A), mRNA.
NM_024871.1	79929	MAP6D1	ILMN_1688464	3	185016506-185016555	Homo sapiens MAP6 domain containing 1 (MAP6D1), mRNA.
NM_006681.1	10874	NMU	ILMN_2162253	4	56166204-56166253	Homo sapiens neuromedin U (NMU), mRNA.
NM_012231.3	7799	PRDM2	ILMN_2258543	1	14023863-14023912	Homo sapiens PR domain containing 2, with ZNF domain (PRDM2), transcript variant 1, mRNA.
NM_005316.2	2965	GTF2H1	ILMN_2157957	11	18344968-18345017	Homo sapiens general transcription factor IIH, polypeptide 1, 62kDa (GTF2H1), mRNA.
NM_003971.3	9043	SPAG9	ILMN_1728256	17	46414954-46415003	Homo sapiens sperm associated antigen 9 (SPAG9), mRNA.
NM_003971.3	9043	SPAG9	ILMN_2263718	17	46398288-46398337	Homo sapiens sperm associated antigen 9 (SPAG9), mRNA.
NM_178445.1	51554	CCRL1	ILMN_1740436	3	132319099-132319148	Homo sapiens chemokine (C-C motif) receptor-like 1 (CCRL1), transcript variant 1, mRNA.
NM_014221.3	4515	MTCP1	ILMN_1814230	X	153943384-153943433	Homo sapiens mature T-cell proliferation 1 (MTCP1), nuclear gene encoding mitochondrial protein, transcript variant B1, mRNA.
NM_025019.1	80086	TUBA4	ILMN_1677635	2	219844848-219844897	Homo sapiens tubulin, alpha 4 (TUBA4), mRNA.
NM_004609.3	6939	TCF15	ILMN_1745041	20	584710-584759	Homo sapiens transcription factor 15 (basic helix-loop-helix) (TCF15), mRNA.
NM_133502.1	10782	ZNF274	ILMN_1714274	19	58698337-58698386	Homo sapiens zinc finger protein 274 (ZNF274), transcript variant ZNF274c, mRNA.
NM_002980.2	6344	SCTR	ILMN_1772537	2	120197484-120197533	Homo sapiens secretin receptor (SCTR), mRNA.
NM_199168.2	6387	CXCL12	ILMN_1791447	10	44872979-44873028	Homo sapiens chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1) (CXCL12), transcript variant 1, mRNA.
NM_001166.3	329	BIRC2	ILMN_2182704	11	101754474-101754523	Homo sapiens baculoviral IAP repeat-containing 2 (BIRC2), mRNA.
NM_032730.4	84816	RTN4IP1	ILMN_1758827	6	107142288-107142337	Homo sapiens reticulon 4 interacting protein 1 (RTN4IP1), nuclear gene encoding mitochondrial protein, mRNA.
NM_000068.3	773	CACNA1A	ILMN_1761851	19	13179131-13179180	Homo sapiens calcium channel, voltage-dependent, P/Q type, alpha 1A subunit (CACNA1A), transcript variant 1, mRNA.
NM_178439.3	64395	GMCL1	ILMN_2194627	2	69950440-69950489	Homo sapiens germ cell-less homolog 1 (Drosophila) (GMCL1), mRNA.
NM_006952.3	7348	UPK1B	ILMN_1812679	3	118923201-118923250	Homo sapiens uroplakin 1B (UPK1B), mRNA.
NM_001013658.1	390667	C16orf38	ILMN_1799100	16	1536114-1536163	Homo sapiens chromosome 16 open reading frame 38 (C16orf38), mRNA.
NM_001013640.1	388503	LOC388503	ILMN_2057408	19	10045714-10045763	Homo sapiens similar to Complement C3 precursor (LOC388503), mRNA.
NM_014382.2	27032	ATP2C1	ILMN_1696568	3	130721654-130721703	Homo sapiens ATPase, Ca++ transporting, type 2C, member 1 (ATP2C1), transcript variant 1, mRNA.
NM_022124.3	64072	CDH23	ILMN_1783149	10	73245477-73245526	Homo sapiens cadherin-like 23 (CDH23), transcript variant 1, mRNA.
NM_170662.3	868	CBLB	ILMN_1685580	3	106860064-106860113	Homo sapiens Cas-Br-M (murine) ecotropic retroviral transforming sequence b (CBLB), mRNA.
NM_001032409.1	4938	OAS1	ILMN_2410826	12	111833350-111833399	Homo sapiens 2',5'-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 3, mRNA.
NM_001032409.1	4938	OAS1	ILMN_1675640	12	111839789-111839838	Homo sapiens 2',5'-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 3, mRNA.
NM_018992.2	54442	KCTD5	ILMN_1672728	16	2698794-2698843	Homo sapiens potassium channel tetramerisation domain containing 5 (KCTD5), mRNA.
NM_004672.3	9064	MAP3K6	ILMN_1694539	1	27681790-27681839	Homo sapiens mitogen-activated protein kinase kinase kinase 6 (MAP3K6), mRNA.
NM_173642.2	284716	FAM80A	ILMN_1706664	1	42653157-42653206	Homo sapiens family with sequence similarity 80, member A (FAM80A), mRNA.
NM_006778.2	10107	TRIM10	ILMN_2329290	6	30229448-30229497	Homo sapiens tripartite motif-containing 10 (TRIM10), transcript variant 1, mRNA.
NM_006778.2	10107	TRIM10	ILMN_1694208	6	30229628-30229677	Homo sapiens tripartite motif-containing 10 (TRIM10), transcript variant 1, mRNA.
NM_001029955.3	285429	DCAF4L1	ILMN_1762879	4	41682932-41682981	Homo sapiens DDB1 and CUL4 associated factor 4-like 1 (DCAF4L1), mRNA.
NM_033033.3	3888	KRT82	ILMN_1676086	12	52787959-52788008	Homo sapiens keratin 82 (KRT82), mRNA.
NM_001008738.2	96459	FNIP1	ILMN_1737343	5	131007827-131007876	Homo sapiens folliculin interacting protein 1 (FNIP1), transcript variant 2, mRNA.
NM_001008494.1	91464	ISX	ILMN_1756502	22	33812932-33812981	Homo sapiens intestine-specific homeobox (ISX), mRNA.
NM_015102.2	261734	NPHP4	ILMN_2219512	1	5930860-5930898:5933312-5933322	Homo sapiens nephronophthisis 4 (NPHP4), mRNA.
NM_006986.3	9500	MAGED1	ILMN_2306189	X	51644790-51644839	Homo sapiens melanoma antigen family D, 1 (MAGED1), transcript variant 2, mRNA.
NM_006835.2	10983	CCNI	ILMN_1691942	4	78188396-78188445	Homo sapiens cyclin I (CCNI), mRNA.
NM_004588.3	6327	SCN2B	ILMN_1676998	11	117539114-117539163	Homo sapiens sodium channel, voltage-gated, type II, beta (SCN2B), mRNA.
NM_052884.1	114132	SIGLEC11	ILMN_1674593	19	55144494-55144543	Homo sapiens sialic acid binding Ig-like lectin 11 (SIGLEC11), mRNA.
NM_002913.3	5981	RFC1	ILMN_2217935	4	39289327-39289376	Homo sapiens replication factor C (activator 1) 1, 145kDa (RFC1), mRNA.
NM_006052.1	10311	DSCR3	ILMN_1717099	21	38596096-38596145	Homo sapiens Down syndrome critical region gene 3 (DSCR3), mRNA.
NM_015430.2	25891	PAMR1	ILMN_1658356	11	35453874-35453903:35453904-35453923	Homo sapiens peptidase domain containing associated with muscle regeneration 1 (PAMR1), transcript variant 1, mRNA.
NM_015430.2	25891	PAMR1	ILMN_1788410	11	35489613-35489656:35492149-35492154	Homo sapiens peptidase domain containing associated with muscle regeneration 1 (PAMR1), transcript variant 1, mRNA.
NM_001017391.1	445329	SULT1A4	ILMN_2336130	16	29382181-29382230	Homo sapiens sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4 (SULT1A4), transcript variant 3, mRNA.
NM_001005337.1	5317	PKP1	ILMN_1663454	1	199568466-199568515	Homo sapiens plakophilin 1 (ectodermal dysplasia/skin fragility syndrome) (PKP1), transcript variant 1a, mRNA.
NM_182548.3	222662	LHFPL5	ILMN_1788291	6	35791534-35791583	Homo sapiens lipoma HMGIC fusion partner-like 5 (LHFPL5), mRNA.
NM_007108.2	6923	TCEB2	ILMN_1733927	16	2822054-2822103	Homo sapiens transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) (TCEB2), transcript variant 1, mRNA.
NM_007108.2	6923	TCEB2	ILMN_2377185	16	2821552-2821601	Homo sapiens transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) (TCEB2), transcript variant 1, mRNA.
NM_182501.2	130916	MTERFD2	ILMN_1689899	2	241675595-241675644	Homo sapiens MTERF domain containing 2 (MTERFD2), mRNA.
NM_004707.2	9140	ATG12	ILMN_2188204	5	115194162-115194211	Homo sapiens ATG12 autophagy related 12 homolog (S. cerevisiae) (ATG12), mRNA.
NM_004097.1	2016	EMX1	ILMN_1674193	2	73014739-73014788	Homo sapiens empty spiracles homolog 1 (Drosophila) (EMX1), mRNA.
NM_015338.4	171023	ASXL1	ILMN_1726025	20	30490303-30490352	Homo sapiens additional sex combs like 1 (Drosophila) (ASXL1), mRNA.
NM_001004726.1	390113	OR4X1	ILMN_1764512	11	48242588-48242637	Homo sapiens olfactory receptor, family 4, subfamily X, member 1 (OR4X1), mRNA.
NM_194072.1	373861	HILS1	ILMN_1686435	17	45604157-45604206	Homo sapiens histone linker H1 domain, spermatid-specific 1 (HILS1), mRNA.
NM_004369.2	1293	COL6A3	ILMN_2307861	2	237897833-237897882	Homo sapiens collagen, type VI, alpha 3 (COL6A3), transcript variant 1, mRNA.
NM_018714.2	9382	COG1	ILMN_1791873	17	68714456-68714505	Homo sapiens component of oligomeric golgi complex 1 (COG1), mRNA.
NM_025239.2	80380	PDCD1LG2	ILMN_2159272	9	5553206-5553211:5559954-5559959:5559960-5559997	Homo sapiens programmed cell death 1 ligand 2 (PDCD1LG2), mRNA.
NM_052942.2	115362	GBP5	ILMN_2114568	1	89499057-89499088:89500491-89500508	Homo sapiens guanylate binding protein 5 (GBP5), mRNA.
NM_006850.2	11009	IL24	ILMN_1725814	1	205137822-205137844:205139288-205139314	Homo sapiens interleukin 24 (IL24), transcript variant 1, mRNA.
NM_006850.2	11009	IL24	ILMN_1774685	1	205143731-205143780	Homo sapiens interleukin 24 (IL24), transcript variant 1, mRNA.
NM_005442.2	8320	EOMES	ILMN_1760509	3	27757929-27757978	Homo sapiens eomesodermin homolog (Xenopus laevis) (EOMES), mRNA.
NM_012421.2	6018	RLF	ILMN_1801156			Homo sapiens rearranged L-myc fusion (RLF), mRNA.
NM_207521.1	57142	RTN4	ILMN_1693598	2	55276264-55276313	Homo sapiens reticulon 4 (RTN4), transcript variant 5, mRNA.
NM_030934.3	81627	C1orf25	ILMN_2193498	1	183353995-183354044	Homo sapiens chromosome 1 open reading frame 25 (C1orf25), mRNA.
NM_000401.2	2132	EXT2	ILMN_1679698	11	44074408-44074447:44081816-44081825	Homo sapiens exostoses (multiple) 2 (EXT2), transcript variant 1, mRNA.
NM_000401.2	2132	EXT2	ILMN_1761259	11	44176084-44176133	Homo sapiens exostoses (multiple) 2 (EXT2), transcript variant 1, mRNA.
NM_013265.2	738	C11orf2	ILMN_2077094	11	64635693-64635742	Homo sapiens chromosome 11 open reading frame 2 (C11orf2), mRNA.
NM_002441.3	4439	MSH5	ILMN_1780292	6	31729017-31729039:31729249-31729275	Homo sapiens mutS homolog 5 (E. coli) (MSH5), transcript variant 3, mRNA.
NM_002441.3	4439	MSH5	ILMN_1810834	6	31729294-31729343	Homo sapiens mutS homolog 5 (E. coli) (MSH5), transcript variant 3, mRNA.
NM_002441.3	4439	MSH5	ILMN_1651787	6	31707903-31707952	Homo sapiens mutS homolog 5 (E. coli) (MSH5), transcript variant 3, mRNA.
NM_078473.2	83877	TM2D2	ILMN_1741171	8	38965720-38965769	Homo sapiens TM2 domain containing 2 (TM2D2), transcript variant 1, mRNA.
NM_207469.1	400830	DEFB32	ILMN_2058946	20	189242-189291	Homo sapiens defensin, beta 32 (DEFB32), mRNA.
NM_005092.2	8995	TNFSF18	ILMN_1738335	1	171277401-171277450	Homo sapiens tumor necrosis factor (ligand) superfamily, member 18 (TNFSF18), mRNA.
NM_213636.1	9260	PDLIM7	ILMN_1690125	5	176917287-176917336	Homo sapiens PDZ and LIM domain 7 (enigma) (PDLIM7), transcript variant 4, mRNA.
NM_033505.2	85465	SELI	ILMN_1696133	2	26471815-26471864	Homo sapiens selenoprotein I (SELI), mRNA.
NM_030919.2	81610	FAM83D	ILMN_1781943	20	37014583-37014632	Homo sapiens family with sequence similarity 83, member D (FAM83D), mRNA.
NM_007374.1	4990	SIX6	ILMN_1786631	14	60047991-60048040	Homo sapiens SIX homeobox 6 (SIX6), mRNA.
NM_024590.3	79642	ARSJ	ILMN_1679318	4	115041304-115041353	Homo sapiens arylsulfatase family, member J (ARSJ), mRNA.
NM_024596.2	79648	MCPH1	ILMN_1753122	8	6299627-6299676	Homo sapiens microcephalin 1 (MCPH1), mRNA.
NM_000856.2	2982	GUCY1A3	ILMN_2131177	4	156871143-156871192	Homo sapiens guanylate cyclase 1, soluble, alpha 3 (GUCY1A3), mRNA.
NM_018473.2	55856	THEM2	ILMN_2098743	6	24806143-24806192	Homo sapiens thioesterase superfamily member 2 (THEM2), mRNA.
NM_201627.1	90933	TRIM41	ILMN_1729495	5	180595186-180595235	Homo sapiens tripartite motif-containing 41 (TRIM41), transcript variant 2, mRNA.
NM_153767.2	3758	KCNJ1	ILMN_1749415	11	128708131-128708180	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k5, mRNA.
NM_013247.4	27429	HTRA2	ILMN_1747204	2	74611618-74611667	Homo sapiens HtrA serine peptidase 2 (HTRA2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.
NM_014243.1	9508	ADAMTS3	ILMN_1703803	4	73366238-73366287	Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 3 (ADAMTS3), mRNA.
NM_005482.2	10026	PIGK	ILMN_1772743	1	77558117-77558166	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class K (PIGK), mRNA.
NM_001004687.1	391192	OR2L3	ILMN_1754846	1	246291491-246291540	Homo sapiens olfactory receptor, family 2, subfamily L, member 3 (OR2L3), mRNA.
NM_005480.2	10024	TROAP	ILMN_1700337	12	48011638-48011667:48011668-48011687	Homo sapiens trophinin associated protein (tastin) (TROAP), mRNA.
NM_078626.2	1031	CDKN2C	ILMN_1656415	1	51208517-51208566	Homo sapiens cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) (CDKN2C), transcript variant 2, mRNA.
NM_018944.2	54069	C21orf45	ILMN_2171183	21	33640624-33640673	Homo sapiens chromosome 21 open reading frame 45 (C21orf45), mRNA.
NM_015162.3	23205	ACSBG1	ILMN_2227011	15	78463394-78463443	Homo sapiens acyl-CoA synthetase bubblegum family member 1 (ACSBG1), mRNA.
NM_001034838.1	30820	KCNIP1	ILMN_2289533	5	169713493-169713542	Homo sapiens Kv channel interacting protein 1 (KCNIP1), transcript variant 3, mRNA.
NM_001034838.1	30820	KCNIP1	ILMN_1744387	5	170095977-170096026	Homo sapiens Kv channel interacting protein 1 (KCNIP1), transcript variant 3, mRNA.
NM_178160.1	92736	OTOP2	ILMN_1715612	17	70441118-70441167	Homo sapiens otopetrin 2 (OTOP2), mRNA.
NM_001015891.1	6880	TAF9	ILMN_1778617	5	68698123-68698172	Homo sapiens TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa (TAF9), transcript variant 3, mRNA.
NM_018993.2	54453	RIN2	ILMN_1769546	20	19930636-19930685	Homo sapiens Ras and Rab interactor 2 (RIN2), mRNA.
NM_018927.2	56099	PCDHGB7	ILMN_1737940	5	140779750-140779799	Homo sapiens protocadherin gamma subfamily B, 7 (PCDHGB7), transcript variant 1, mRNA.
NM_004334.1	683	BST1	ILMN_1770161	4	15342563-15342566:15342567-15342612	Homo sapiens bone marrow stromal cell antigen 1 (BST1), mRNA.
NM_004047.3	533	ATP6V0B	ILMN_1721391	1	44216369-44216418	Homo sapiens ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b (ATP6V0B), transcript variant 1, mRNA.
