GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
10	rs7938634	11	85845473	rs7938634	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	11q14.2	NR	PICALM - RNU6-560P	8301	106480590		64550	18796	rs7938634-?	rs7938634	0	7938634	intergenic_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
10	rs3851179	11	85867875	rs10792832	2014-04-16	24162737	Lambert JC	2013-10-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24162737	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	8,572 European ancestry cases, 11,312 European ancestry controls	11q14.2	PICALM	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-G	rs10792832	0	10792832	regulatory_region_variant	1	0.642	9E-26	25.045757490560675		1.1494	[1.12-1.18]	Illumina [7055881] (imputed)	N
10	rs3851179	11	85867875	rs10792832	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4+ carriers	10,352 cases, 9,207 controls	1,250 European ancestry cases, 536 European ancestry controls	11q14.2	PICALM	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-G	rs10792832	0	10792832	regulatory_region_variant	1	0.65	4E-6	5.3979400086720375		1.14	[1.08-1.19]	NR [NR]	N
10	rs3851179	11	85867875	rs10792832	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	11q14.2	NR	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-?	rs10792832	0	10792832	regulatory_region_variant	1	NR	6E-33	32.221848749616356		1.1004289	[1.08330873363297- 1.1178195976052]	Affymetrix [7795605] (imputed)	N
10	rs3851179	11	85867875	rs10792832	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	11q14.2	NR	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-?	rs10792832	0	10792832	regulatory_region_variant	1	NR	2E-12	11.698970004336019		1.0730445		Affymetrix [7795605] (imputed)	N
10	rs3851179	11	85867875	rs10792832	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Maternal history of Alzheimer's disease	27,696 British ancestry cases, 260,980 British ancestry controls	NA	11q14.2	NR	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-?	rs10792832	0	10792832	regulatory_region_variant	1	NR	2E-7	6.698970004336019		1.0670139	NR	Affymetrix [7795605] (imputed)	N
10	rs3851179	11	85867875	rs10792832	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Paternal history of Alzheimer's disease	14,338 British ancestry cases, 245,941 British ancestry controls	NA	11q14.2	NR	RNU6-560P - LOC107984426	106480590	107984426		3499	34645	rs10792832-?	rs10792832	0	10792832	regulatory_region_variant	1		2E-6	5.698970004336019		1.0845798	NR	Affymetrix [7795605] (imputed)	N
10	rs3851179	11	85868640	rs3851179	2009-09-29	19734902	Harold D	2009-09-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19734902	Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease.	Alzheimer's disease	3,941 European ancestry cases, 7,848 European ancestry controls	2,023 European ancestry cases, 2,340 European ancestry controls	11q14.2	PICALM	RNU6-560P - LOC107984426	106480590	107984426		4264	33880	rs3851179-?	rs3851179	0	3851179	intergenic_variant	1	0.63	1E-9	9.0		1.16	[1.11-1.22]	Illumina [529205]	N
10	rs3851179	11	85868640	rs3851179	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	11q14.2	PICALM	RNU6-560P - LOC107984426	106480590	107984426		4264	33880	rs3851179-C	rs3851179	0	3851179	intergenic_variant	1	0.65	2E-6	5.698970004336019		1.1235955	[1.06-1.18]	NR [NR]	N
10	rs3851179	11	85868640	rs3851179	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	11q14.2	NR	RNU6-560P - LOC107984426	106480590	107984426		4264	33880	rs3851179-?	rs3851179	0	3851179	intergenic_variant	1	NR	2E-12	11.698970004336019		1.0752687		Affymetrix [7795605] (imputed)	N
11	rs11218343	11	121435587	rs11218343	2013-07-12	23565137	Miyashita A	2013-04-02	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23565137	SORL1 is genetically associated with late-onset Alzheimer's disease in Japanese, Koreans and Caucasians.	Alzheimer's disease (late onset)	891 Japanese ancestry cases, 844 Japanese ancestry controls	1,224 East Asian ancestry cases, 2,114 East Asian ancestry controls, 11,840 European ancestry cases, 10,931 European ancestry controls	11q24.1	SORL1	SORL1			6653			rs11218343-?	rs11218343	0	11218343	intron_variant	0	0.96	2E-9	8.698970004336019		1.23	[1.15-1.33]	Affymetrix [5877918] (imputed)	N
11	rs11218343	11	121435587	rs11218343	2014-04-16	24162737	Lambert JC	2013-10-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24162737	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	8,572 European ancestry cases, 11,312 European ancestry controls	11q24.1	SORL1	SORL1			6653			rs11218343-T	rs11218343	0	11218343	intron_variant	0	0.961	1E-14	14.0		1.2987	[1.22-1.39]	Illumina [7055881] (imputed)	N
11	rs11218343	11	121435587	rs11218343	2016-02-03	25778476	Jun G	2015-03-17	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25778476	A novel Alzheimer disease locus located near the gene encoding tau protein.	Alzheimer's disease in APOE e4- carriers	7,184 cases, 26,968 controls	718 European ancestry cases, 1,699 European ancestry controls	11q24.1	SORL1	SORL1			6653			rs11218343-T	rs11218343	0	11218343	intron_variant	0	0.96	9E-6	5.045757490560675		1.3	[1.16-1.45]	NR [NR]	N
11	rs11218343	11	121435587	rs11218343	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	11q24.1	NR	SORL1			6653			rs11218343-?	rs11218343	0	11218343	intron_variant	0	NR	1E-9	9.0		1.0624738		Affymetrix [7795605] (imputed)	N
11	rs11218343	11	121435587	rs11218343	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Maternal history of Alzheimer's disease	27,696 British ancestry cases, 260,980 British ancestry controls	NA	11q24.1	NR	SORL1			6653			rs11218343-?	rs11218343	0	11218343	intron_variant	0	NR	2E-6	5.698970004336019		1.06359	NR	Affymetrix [7795605] (imputed)	N
12	rs12590654	14	92938855	rs12590654	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	14q32.12	NR	SLC24A4			123041			rs12590654-?	rs12590654	0	12590654	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
13	rs3795065	19	1039444	rs3795065	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19p13.3	NR	CNN2 - ABCA7	1265	10347		377	658	rs3795065-?	rs3795065	0	3795065	intergenic_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
13	rs4147910	19	1046520	rs3764650	2011-05-02	21460840	Hollingworth P	2011-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21460840	Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease.	Alzheimer's disease	6,688 European ancestry cases, 13,685 European ancestry controls	13,182 European ancestry cases, 26,161 European ancestry controls	19p13.3	ABCA7	ABCA7			10347			rs3764650-?	rs3764650	0	3764650	intron_variant	0	0.10	5E-17	16.30102999566398		1.23	[1.18-1.30]	Affymetrix, Illumina [496763]	N
13	rs12151021	19	1050874	rs12151021	2018-07-28	29403010	Kanai M	2018-02-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29403010	Genetic analysis of quantitative traits in the Japanese population links cell types to complex human diseases.	Mean corpuscular hemoglobin concentration	108,728 Japanese ancestry individuals	NA	19p13.3	ABCA7	ABCA7			10347			rs12151021-?	rs12151021	0	12151021	intron_variant	0	NR	2E-11	10.698970004336019		0.03013	[0.021-0.039] unit increase novel	Illumina [6108953] (imputed)	N
13	rs3752246	19	1056492	rs3752246	2011-05-24	21460841	Naj AC	2011-04-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21460841	Common variants at MS4A4/MS4A6E, CD2AP, CD33 and EPHA1 are associated with late-onset Alzheimer's disease.	Alzheimer's disease (late onset)	8,309 European ancestry cases, 7,366 European ancestry controls	10,523 European ancestry cases, 28,231 European ancestry controls	19p13.3	ABCA7	ABCA7			10347			rs3752246-G	rs3752246	0	3752246	missense_variant	0	0.19	6E-7	6.221848749616356		1.15	[1.09-1.21]	Affymetrix, Illumina [2324889] (imputed)	N
13	rs3752246	19	1063443	rs4147929	2014-04-16	24162737	Lambert JC	2013-10-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24162737	Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	8,572 European ancestry cases, 11,312 European ancestry controls	19p13.3	ABCA7	ABCA7			10347			rs4147929-A	rs4147929	0	4147929	intron_variant	0	0.19	1E-15	15.0		1.15	[1.11-1.19]	Illumina [7055881] (imputed)	N
13	rs3752246	19	1063443	rs4147929	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19p13.3	NR	ABCA7			10347			rs4147929-?	rs4147929	0	4147929	intron_variant	0	NR	3E-8	7.522878745280337		1.0491707	[1.03-1.07]	Affymetrix [7795605] (imputed)	N
14	rs62118204	19	45053138	rs73046410	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.31	NR	CEACAM22P			388550			rs73046410-?	rs73046410	0	73046410	intron_variant	0	NR	2E-10	9.698970004336019				Affymetrix [7795605] (imputed)	N
14	rs846876	19	45071070	rs11083742	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.31	NR	CEACAM22P - IGSF23	388550	147710		10907	44753	rs11083742-?	rs11083742	0	11083742	intron_variant	1	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
14	rs7260482	19	45145863	rs73048339	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Platelet distribution width	164,433 European ancestry individuals	NA	19q13.31	CTB-171A8.1	LOC107985305			107985305			rs73048339-C	rs73048339	0	73048339	intron_variant	0	0.251	1E-10	10.0		0.02736931	[0.019-0.036] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs7260482	19	45146103	rs7255066	2012-10-24	21833088	Sawcer S	2011-08-11	Nature	www.ncbi.nlm.nih.gov/pubmed/21833088	Genetic risk and a primary role for cell-mediated immune mechanisms in multiple sclerosis.	Multiple sclerosis	9,772 European ancestry cases, 16,849 European ancestry controls	4,218 European ancestry cases, 7,296 European ancestry controls	19q13.31	PVR	LOC107985305			107985305			rs7255066-G	rs7255066	0	7255066	intron_variant	0	NR	1E-6	6.0		1.09	[1.07-1.11]	Illumina [465434]	N
14	rs7260482	19	45147340	rs11540084	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean platelet volume	164,454 European ancestry individuals	NA	19q13.31	PVR	PVR, LOC107985305			5817, 107985305			rs11540084-T	rs11540084	0	11540084	5_prime_UTR_variant	0	0.1974	1E-17	17.0		0.03882636	[0.03-0.048] unit decrease	Affymetrix [~ 2500000] (imputed)	N
14	rs714948	19	45149613	rs56261258	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.31	NR	LOC107985305, PVR			107985305, 5817			rs56261258-?	rs56261258	0	56261258	intron_variant	0	NR	1E-21	21.0				Affymetrix [7795605] (imputed)	N
14	rs714948	19	45149613	rs56261258	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	19q13.31	NR	LOC107985305, PVR			107985305, 5817			rs56261258-?	rs56261258	0	56261258	intron_variant	0	NR	7E-14	13.154901959985743				Affymetrix [7795605] (imputed)	N
14	rs7260482	19	45161566	rs203709	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.31	NR	PVR, LOC107985305			5817, 107985305			rs203709-?	rs203709	0	203709	intron_variant	0	NR	7E-17	16.154901959985743				Affymetrix [7795605] (imputed)	N
14	rs7260482	19	45161566	rs203709	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 European ancestry individuals with no parental history of Alzheimer's disease	NA	19q13.31	NR	PVR, LOC107985305			5817, 107985305			rs203709-?	rs203709	0	203709	intron_variant	0	NR	1E-9	9.0				Affymetrix [7795605] (imputed)	N
14	rs142034848	19	45176557	rs142034848	2018-07-20	29777097	Marioni RE	2018-05-18	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29777097	GWAS on family history of Alzheimer's disease.	Alzheimer's disease or family history of Alzheimer's disease	up to 42,034 British ancestry individuals with parental history of Alzheimer's disease, at least 272,244 British ancestry individuals with no parental history of Alzheimer's disease, 25,580 Alzheimer's disease cases, 48,466 controls	NA	19q13.31	NR	LOC107985305, CEACAM19			107985305, 56971			rs142034848-?	rs142034848	0	142034848	intron_variant	0	NR	5E-8	7.301029995663981				Affymetrix [7795605] (imputed)	N
