GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000222038	2	131369054	131415664	8	5	455258	-1.3578	0.91273	POTEJ
ENSG00000173302	2	131486643	131487909	3	1	455258	-0.28303	0.61142	GPR148
ENSG00000178171	2	131513008	131525707	17	7	455258	-0.13669	0.55436	AMER3
ENSG00000136002	2	131594489	131804836	709	63	455258	-0.43904	0.66968	ARHGEF4
ENSG00000152102	2	131805449	131851033	61	8	455258	-0.37617	0.6466	FAM168B
ENSG00000115762	2	131862420	132111282	465	24	455258	-0.093732	0.53734	PLEKHB2
ENSG00000188219	2	131975882	132022965	11	3	455258	-0.25398	0.60024	POTEE
ENSG00000178206	2	132044330	132050127	10	3	455258	0.62667	0.26544	CYP4F31P
ENSG00000173272	2	132222473	132250316	179	12	455258	-0.6701	0.7486	MZT2A
ENSG00000075886	2	132233666	132240507	28	2	455258	-0.31954	0.62534	TUBA3D
ENSG00000163040	2	132285248	132291239	22	8	455258	-0.76262	0.77716	CCDC74A
ENSG00000197927	2	132479948	132524973	132	12	455258	0.52181	0.3009	C2orf27A
ENSG00000186825	2	132552534	132559234	9	2	455258	-0.21453	0.58493	C2orf27B
ENSG00000163046	2	132905164	133015542	121	16	455258	-0.090814	0.53618	ANKRD30BL
ENSG00000183840	2	133174147	133404132	843	73	455258	-0.05279	0.52105	GPR39
ENSG00000150551	2	133402426	133429152	95	11	455258	0.50146	0.30802	LYPD1
ENSG00000176771	2	133429374	134326034	3052	209	455258	0.17752	0.42955	NCKAP5
ENSG00000269686	2	133874577	133876625	11	4	455258	-0.3903	0.65184	AC011755.1
ENSG00000152127	2	134877554	135212192	1197	105	455258	2.0997	0.017875	MGAT5
ENSG00000152128	2	135213330	135476570	886	56	455258	2.9445	0.0016175	TMEM163
ENSG00000153086	2	135596117	135659604	160	14	455258	2.2485	0.012271	ACMSD
ENSG00000082258	2	135675805	135716912	99	10	455258	1.0938	0.13703	CCNT2
ENSG00000176601	2	135722061	135805038	259	20	455258	1.4253	0.077028	MAP3K19
ENSG00000115839	2	135809835	135933964	214	17	455258	-0.2976	0.617	RAB3GAP1
ENSG00000121988	2	135894486	136288806	765	16	455258	-0.24627	0.59726	ZRANB3
ENSG00000048991	2	136289025	136482840	326	22	455258	0.65545	0.25609	R3HDM1
ENSG00000144224	2	136499189	136542625	106	11	455258	0.46239	0.3219	UBXN4
ENSG00000115850	2	136545410	136594750	131	14	455258	0.74051	0.22949	LCT
ENSG00000076003	2	136597196	136633996	93	14	455258	0.50237	0.3077	MCM6
ENSG00000115866	2	136664247	136743670	154	13	455258	0.1678	0.43337	DARS
ENSG00000121966	2	136871919	136875735	9	5	455258	0.47043	0.31902	CXCR4
ENSG00000144229	2	137523115	138435287	4032	127	455258	1.0583	0.14497	THSD7B
ENSG00000150540	2	138721590	138773930	113	10	455258	0.1999	0.42078	HNMT
ENSG00000144228	2	139259371	139331117	135	21	455258	-0.057145	0.52278	SPOPL
ENSG00000144227	2	139428342	139537918	383	50	455258	1.063	0.14389	NXPH2
ENSG00000168702	2	140988992	142889270	9809	299	455258	0.092815	0.46303	LRP1B
ENSG00000115919	2	143635067	143799890	598	45	455258	1.2198	0.11128	KYNU
ENSG00000075884	2	143848931	144525921	1963	126	455258	2.0165	0.021874	ARHGAP15
ENSG00000121964	2	144695635	145090135	712	46	455258	-0.030011	0.51197	GTDC1
ENSG00000169554	2	145141648	145282147	248	52	455258	-0.042463	0.51694	ZEB2
ENSG00000121989	2	148602086	148688393	214	27	455258	-0.12021	0.54784	ACVR2A
ENSG00000115947	2	148687968	148779147	237	24	455258	0.20645	0.41822	ORC4
ENSG00000204406	2	148778580	149275805	1407	64	455258	-0.20194	0.58002	MBD5
ENSG00000135999	2	149402009	149545130	376	18	455258	-1.2242	0.88955	EPC2
ENSG00000168280	2	149632819	149883273	371	22	455258	-0.43851	0.66949	KIF5C
ENSG00000150556	2	149894621	150071776	675	49	455258	0.26565	0.39525	LYPD6B
ENSG00000187123	2	150186499	150330662	361	39	455258	1.97	0.024418	LYPD6
ENSG00000168288	2	150426148	150444330	54	10	455258	-0.60507	0.72744	MMADHC
ENSG00000115963	2	151324709	151395525	190	31	455258	-0.31705	0.6244	RND3
ENSG00000222031	2	151857734	151905288	249	29	455258	-0.90517	0.81731	AC023469.1
ENSG00000184898	2	152104454	152118393	46	10	455258	-0.44179	0.67068	RBM43
ENSG00000123609	2	152126979	152146571	93	13	455258	-0.32987	0.62925	NMI
ENSG00000123610	2	152214106	152236560	69	10	455258	-0.47759	0.68353	TNFAIP6
ENSG00000080345	2	152266397	152364527	320	28	455258	0.49467	0.31042	RIF1
ENSG00000183091	2	152341850	152591001	628	57	455258	-0.16398	0.56513	NEB
ENSG00000162980	2	152645498	152685006	101	17	455258	-1.4596	0.9278	ARL5A
ENSG00000182389	2	152689290	152955593	790	38	455258	0.37973	0.35207	CACNB4
ENSG00000115145	2	152973315	153032506	212	22	455258	0.67676	0.24928	STAM2
ENSG00000157827	2	153191751	153506348	1236	78	455258	2.0563	0.019876	FMNL2
ENSG00000196504	2	153508107	153574511	201	26	455258	-0.13871	0.55516	PRPF40A
ENSG00000177917	2	153574407	153617767	149	22	455258	-0.29936	0.61767	ARL6IP6
ENSG00000177519	2	154333852	154335322	2	1	455258	-1.2055	0.886	RPRM
ENSG00000144278	2	154728426	155310361	2301	66	455258	-0.28766	0.61319	GALNT13
ENSG00000162989	2	155554811	155714863	661	66	455258	0.15507	0.43838	KCNJ3
ENSG00000153234	2	157180944	157198860	26	9	455258	-0.50586	0.69352	NR4A2
ENSG00000115159	2	157291802	157470247	436	27	455258	-1.2211	0.88897	GPD2
ENSG00000136542	2	158114110	158170723	191	18	455258	-0.035058	0.51398	GALNT5
ENSG00000136541	2	158175137	158184225	9	4	455258	-0.086276	0.53438	ERMN
ENSG00000115165	2	158271131	158345473	217	35	455258	1.311	0.094937	CYTIP
ENSG00000123612	2	158383279	158485517	170	32	455258	0.38247	0.35106	ACVR1C
ENSG00000115170	2	158592958	158732374	270	45	455258	-0.44511	0.67188	ACVR1
ENSG00000007001	2	158733214	158992666	986	81	455258	-0.80115	0.78848	UPP2
ENSG00000153237	2	159027593	159313265	1566	59	455258	0.7074	0.23966	CCDC148
ENSG00000144283	2	159313476	159539391	876	33	455258	2.8593	0.0021227	PKP4
ENSG00000163331	2	159651829	159719293	357	34	455258	-0.20868	0.58265	DAPL1
ENSG00000115183	2	159825146	160089170	1056	62	455258	-0.75441	0.7747	TANC1
ENSG00000196151	2	160092304	160143310	302	16	455258	-0.8689	0.80755	WDSUB1
ENSG00000123636	2	160175490	160473203	1025	58	455258	1.2614	0.10358	BAZ2B
ENSG00000136536	2	160569000	160627538	307	22	455258	2.3003	0.010716	MARCH7
ENSG00000241399	2	160625364	160654753	151	23	455258	2.6256	0.0043242	CD302
ENSG00000248672	2	160628362	160761221	671	50	455258	1.6709	0.047374	LY75-CD302
ENSG00000054219	2	160628362	160761260	671	50	455258	1.6709	0.047374	LY75
ENSG00000153246	2	160788519	160919121	577	41	455258	0.3406	0.3667	PLA2R1
ENSG00000115221	2	160956177	161128399	607	50	455258	-0.30466	0.61969	ITGB6
ENSG00000153250	2	161128662	161350305	650	42	455258	1.4373	0.075312	RBMS1
ENSG00000136560	2	161993419	162092732	210	24	455258	-0.61248	0.72989	TANK
ENSG00000115233	2	162164549	162268228	213	31	455258	-1.4104	0.92078	PSMD14
ENSG00000136535	2	162272605	162282381	13	6	455258	-0.87214	0.80843	TBR1
ENSG00000144290	2	162280843	162841792	1506	39	455258	-0.60856	0.72859	SLC4A10
ENSG00000197635	2	162848751	162931052	237	32	455258	2.4162	0.0078426	DPP4
ENSG00000115263	2	162999392	163008914	13	2	455258	0.51997	0.30154	GCG
ENSG00000078098	2	163027194	163101661	135	11	455258	-0.15097	0.56	FAP
ENSG00000115267	2	163123589	163175213	121	6	455258	0.040829	0.48372	IFIH1
ENSG00000115271	2	163175350	163228105	63	10	455258	-0.085402	0.53403	GCA
ENSG00000184611	2	163227917	163695240	1247	82	455258	1.3769	0.084276	KCNH7
ENSG00000182263	2	164449906	164592522	341	50	455258	0.21543	0.41471	FIGN
ENSG00000115290	2	165349322	165478358	299	41	455258	-1.1782	0.88063	GRB14
ENSG00000082438	2	165510134	165700189	721	46	455258	0.58169	0.28039	COBLL1
ENSG00000169507	2	165752696	165812035	221	27	455258	-0.9056	0.81742	SLC38A11
ENSG00000153253	2	165944032	166060577	379	34	455258	0.91456	0.18021	SCN3A
ENSG00000136531	2	166095912	166248818	658	52	455258	1.8738	0.030482	SCN2A
ENSG00000178662	2	166326157	166545917	632	52	455258	-0.6713	0.74899	CSRNP3
ENSG00000115339	2	166604101	166651192	98	20	455258	-0.70514	0.75964	GALNT3
ENSG00000123607	2	166713985	166810353	350	33	455258	-0.65083	0.74242	TTC21B
ENSG00000144285	2	166845670	166984523	577	32	455258	-0.97423	0.83503	SCN1A
ENSG00000169432	2	167051695	167232503	731	58	455258	-0.83353	0.79773	SCN9A
ENSG00000136546	2	167260083	167350757	283	25	455258	-0.91341	0.81949	SCN7A
ENSG00000163092	2	167744997	168116263	1623	51	455258	0.65817	0.25521	XIRP2
ENSG00000172318	2	168675182	168730551	128	31	455258	0.62094	0.26732	B3GALT1
ENSG00000198648	2	168810530	169104651	1322	63	455258	0.30767	0.37917	STK39
ENSG00000172292	2	169312372	169631644	1277	77	455258	0.28908	0.38626	CERS6
ENSG00000163072	2	169643049	169722024	286	36	455258	-1.1319	0.87115	NOSTRIN
ENSG00000152253	2	169690642	169769881	308	35	455258	-1.3346	0.90899	SPC25
ENSG00000152254	2	169757750	169766505	25	9	455258	-1.5182	0.93552	G6PC2
ENSG00000073734	2	169779448	169887832	447	38	455258	-0.58022	0.71912	ABCB11
ENSG00000073737	2	169921299	169952677	45	14	455258	0.77911	0.21796	DHRS9
ENSG00000081479	2	169983619	170219195	920	85	455258	-0.030216	0.51205	LRP2
ENSG00000163093	2	170335688	170382432	154	25	455258	1.2609	0.10367	BBS5
ENSG00000251569	2	170335990	170382432	153	25	455258	1.2671	0.10257	RP11-724O16.1
ENSG00000239474	2	170366212	170382772	45	18	455258	0.046438	0.48148	KLHL41
ENSG00000138399	2	170386259	170430385	148	26	455258	0.76123	0.22326	FASTKD1
ENSG00000138398	2	170440850	170497916	243	19	455258	1.0516	0.1465	PPIG
ENSG00000154479	2	170501935	170550943	228	15	455258	0.22245	0.41198	CCDC173
ENSG00000144362	2	170550975	170558218	15	4	455258	-0.039195	0.51563	PHOSPHO2
ENSG00000213160	2	170550998	170633499	438	33	455258	-0.30632	0.62032	KLHL23
ENSG00000138385	2	170648443	170668574	80	20	455258	1.5441	0.061288	SSB
ENSG00000138382	2	170666591	170681441	62	14	455258	1.7284	0.041955	METTL5
ENSG00000144357	2	170683968	170940641	1167	32	455258	1.1401	0.12712	UBR3
ENSG00000071909	2	171034655	171511681	2195	191	455258	0.77886	0.21803	MYO3B
ENSG00000222033	2	171568961	171571077	4	2	455258	-0.92668	0.82295	LINC01124
ENSG00000204335	2	171571861	171574588	5	2	455258	-1.0449	0.85197	SP5
ENSG00000204334	2	171640296	171655481	50	7	455258	-1.1472	0.87436	ERICH2
ENSG00000128683	2	171669723	171717661	156	21	455258	-1.0701	0.85772	GAD1
ENSG00000115806	2	171784974	171823639	119	17	455258	-0.082571	0.5329	GORASP2
ENSG00000198586	2	171847333	172087824	774	27	455258	0.07885	0.46858	TLK1
ENSG00000123600	2	172173919	172291312	283	31	455258	0.0092262	0.49632	METTL8
ENSG00000115827	2	172290727	172341562	217	18	455258	0.56719	0.28529	DCAF17
ENSG00000071967	2	172378757	172414643	207	33	455258	0.84669	0.19858	CYBRD1
ENSG00000077380	2	172543919	172604930	183	26	455258	-0.38994	0.65171	DYNC1I2
ENSG00000268821	2	172560844	172567314	16	6	455258	-0.782	0.78289	AC068039.1
ENSG00000115840	2	172640880	172864766	796	35	455258	0.42131	0.33677	SLC25A12
ENSG00000128708	2	172778958	172848599	227	36	455258	0.94952	0.17118	HAT1
ENSG00000172878	2	172864490	172947158	321	35	455258	1.0971	0.1363	METAP1D
ENSG00000144355	2	172949468	172954405	7	4	455258	-0.33912	0.63274	DLX1
ENSG00000115844	2	172964167	172967628	6	4	455258	1.5447	0.061206	DLX2
ENSG00000091409	2	173292082	173371181	431	40	455258	0.8387	0.20082	ITGA6
ENSG00000152256	2	173420101	173489823	254	14	455258	0.79165	0.21428	PDK1
ENSG00000091428	2	173600002	173917621	1070	81	455258	-0.45456	0.67529	RAPGEF4
ENSG00000091436	2	173940163	174132738	816	54	455258	2.6852	0.0036245	MLTK
ENSG00000144354	2	174219548	174233725	59	13	455258	0.74657	0.22766	CDCA7
ENSG00000172845	2	174771187	174830430	227	29	455258	0.08904	0.46453	SP3
ENSG00000138430	2	174937175	175113426	661	29	455258	-0.34164	0.63369	OLA1
ENSG00000217236	2	175199674	175203220	16	6	455258	-0.16508	0.56556	SP9
ENSG00000268241	2	175200601	175202151	3	2	455258	0.67496	0.24985	AC018470.1
ENSG00000138433	2	175212750	175260443	135	23	455258	1.215	0.11218	CIR1
ENSG00000144306	2	175260458	175294303	129	11	455258	-0.16086	0.5639	SCRN3
ENSG00000163328	2	175296966	175351822	134	20	455258	0.37313	0.35453	GPR155
ENSG00000115935	2	175424300	175547644	238	41	455258	1.9461	0.025822	WIPF1
ENSG00000138435	2	175612320	175629200	63	10	455258	-0.1038	0.54134	CHRNA1
ENSG00000128656	2	175664091	175870097	362	24	455258	0.95053	0.17092	CHN1
ENSG00000115966	2	175936978	176033110	295	17	455258	0.72539	0.2341	ATF2
ENSG00000154518	2	176040986	176049335	40	8	455258	0.43051	0.33341	ATP5G3
ENSG00000144320	2	176788620	176867567	233	33	455258	0.58727	0.27851	KIAA1715
ENSG00000174279	2	176942200	176948641	15	7	455258	1.8022	0.03576	EVX2
ENSG00000128714	2	176957619	176960666	7	4	455258	0.34499	0.36505	HOXD13
ENSG00000170178	2	176964458	176966408	5	2	455258	-0.2109	0.58352	HOXD12
ENSG00000128713	2	176968944	176974722	15	5	455258	-0.68704	0.75397	HOXD11
ENSG00000128710	2	176973518	176984670	35	12	455258	-0.46786	0.68006	HOXD10
ENSG00000128709	2	176987088	176989853	8	4	455258	1.6985	0.04471	HOXD9
ENSG00000175879	2	176994422	176997423	5	3	455258	3.3002	0.00048307	HOXD8
ENSG00000128652	2	177001340	177037830	95	18	455258	2.6232	0.0043554	HOXD3
ENSG00000170166	2	177015950	177017954	5	2	455258	2.1524	0.015683	HOXD4
ENSG00000128645	2	177053307	177055688	4	2	455258	1.8602	0.03143	HOXD1
ENSG00000128654	2	177134123	177202753	201	26	455258	-0.47483	0.68255	MTX2
ENSG00000170144	2	178077291	178088686	20	6	455258	0.053207	0.47878	HNRNPA3
ENSG00000116044	2	178092323	178257425	547	32	455258	0.37871	0.35245	NFE2L2
ENSG00000018510	2	178257372	178408564	489	25	455258	1.6913	0.045386	AGPS
ENSG00000196659	2	178413726	178417742	10	2	455258	1.9304	0.026782	TTC30B
ENSG00000197557	2	178477720	178483694	45	9	455258	1.3329	0.091285	TTC30A
ENSG00000128655	2	178487980	178973066	2321	64	455258	1.6046	0.054294	PDE11A
ENSG00000155636	2	178977151	179003738	78	22	455258	1.784	0.037214	RBM45
ENSG00000079156	2	179059208	179264160	774	55	455258	1.5756	0.057558	OSBPL6
ENSG00000180228	2	179296141	179316239	52	16	455258	3.1747	0.0007499	PRKRA
ENSG00000204311	2	179316163	179326117	19	9	455258	2.7618	0.0028741	DFNB59
ENSG00000079150	2	179328391	179343327	29	10	455258	2.8668	0.0020731	FKBP7
ENSG00000116095	2	179345195	179381189	92	21	455258	2.1377	0.016269	PLEKHA3
ENSG00000155657	2	179390716	179695529	870	54	455258	1.7709	0.038289	TTN
ENSG00000163492	2	179694484	179914813	907	72	455258	1.121	0.13114	CCDC141
ENSG00000187231	2	179966419	180129517	554	31	455258	0.26334	0.39615	SESTD1
ENSG00000144331	2	180306709	180726232	1911	128	455258	-0.96189	0.83195	ZNF385B
ENSG00000163510	2	180809603	180871840	209	21	455258	-0.68779	0.75421	CWC22
ENSG00000170035	2	181831975	181941312	505	19	455258	0.26076	0.39714	UBE2E3
ENSG00000115232	2	182321929	182400914	274	31	455258	-0.36888	0.64389	ITGA4
ENSG00000188452	2	182401403	182545392	508	34	455258	-0.27513	0.60839	CERKL
ENSG00000162992	2	182537815	182545603	12	5	455258	0.13798	0.44513	NEUROD1
ENSG00000138434	2	182756560	182795465	76	9	455258	0.054953	0.47809	SSFA2
ENSG00000150722	2	182818968	182996125	616	61	455258	-0.047622	0.51899	PPP1R1C
ENSG00000115252	2	183004763	183387919	1619	70	455258	-0.075994	0.53029	PDE1A
ENSG00000077232	2	183580999	183659191	221	21	455258	-0.2475	0.59774	DNAJC10
ENSG00000162998	2	183698002	183731890	129	20	455258	-0.80822	0.79052	FRZB
ENSG00000061676	2	183773843	183903586	406	31	455258	0.11001	0.4562	NCKAP1
ENSG00000162999	2	183943287	183964733	80	19	455258	0.78468	0.21632	DUSP19
ENSG00000163002	2	183982241	184026408	339	25	455258	0.91561	0.17994	NUP35
ENSG00000170396	2	185463093	185804219	1296	46	455258	-1.2117	0.88719	ZNF804A
ENSG00000188738	2	186603355	186698017	321	17	455258	4.2297	1.1699e-05	FSIP2
ENSG00000065548	2	187350883	187374090	56	10	455258	1.9571	0.025169	ZC3H15
ENSG00000213953	2	187361840	187365393	12	4	455258	1.428	0.076648	AC018867.1
ENSG00000138448	2	187454792	187545628	178	29	455258	-0.84091	0.7998	ITGAV
ENSG00000144369	2	187558698	187630685	184	31	455258	-0.26856	0.60587	FAM171B
ENSG00000163012	2	187692562	187713935	127	8	455258	-1.5531	0.9398	ZSWIM2
ENSG00000064989	2	188207856	188313187	320	28	455258	1.7896	0.03676	CALCRL
ENSG00000003436	2	188328957	188430487	340	43	455258	1.0682	0.14272	TFPI
ENSG00000144366	2	189156396	189460653	871	35	455258	-0.76668	0.77837	GULP1
ENSG00000174325	2	189598882	189654831	209	15	455258	-0.65795	0.74472	DIRC1
ENSG00000168542	2	189839046	189877472	118	21	455258	0.14508	0.44232	COL3A1
ENSG00000204262	2	189896622	190044605	477	19	455258	-0.83709	0.79873	COL5A2
ENSG00000115368	2	190306159	190340291	197	7	455258	-0.51053	0.69516	WDR75
ENSG00000138449	2	190425305	190448484	76	15	455258	-0.88753	0.8126	SLC40A1
ENSG00000138381	2	190526111	190535557	26	7	455258	1.3963	0.081318	ASNSD1
ENSG00000151687	2	190539016	190625919	170	19	455258	1.0827	0.13946	ANKAR
ENSG00000128694	2	190611386	190627953	29	8	455258	1.168	0.1214	OSGEPL1
ENSG00000128699	2	190635049	190649097	35	7	455258	0.70183	0.24139	ORMDL1
ENSG00000231145	2	190642909	190643157	2	1	455258	1.5061	0.066024	AC013468.1
ENSG00000064933	2	190649107	190742355	235	27	455258	0.80706	0.20981	PMS1
ENSG00000187699	2	190744335	191068210	1069	84	455258	-0.29676	0.61668	C2orf88
ENSG00000138379	2	190920423	190927455	19	4	455258	-1.1676	0.87852	MSTN
ENSG00000198130	2	191054461	191208919	536	16	455258	-0.70413	0.75932	HIBCH
ENSG00000151689	2	191208196	191236391	117	10	455258	-0.54501	0.70713	INPP1
ENSG00000151690	2	191273081	191373931	317	24	455258	-0.75535	0.77498	MFSD6
ENSG00000189362	2	191369068	191399448	84	16	455258	-0.4212	0.66319	TMEM194B
ENSG00000138386	2	191511472	191557492	129	20	455258	-0.67173	0.74912	NAB1
ENSG00000115419	2	191745553	191830278	196	33	455258	-1.5967	0.94483	GLS
ENSG00000115415	2	191829084	191885686	202	40	455258	-0.70554	0.75976	STAT1
ENSG00000138378	2	191894302	192016322	319	37	455258	0.64833	0.25838	STAT4
ENSG00000128641	2	192109911	192290115	478	25	455258	1.2969	0.097333	MYO1B
ENSG00000173559	2	192542794	192561385	34	15	455258	2.0861	0.018485	NABP1
ENSG00000168497	2	192699028	192711981	28	10	455258	-0.98162	0.83686	SDPR
ENSG00000144339	2	192813769	193060435	644	67	455258	-0.37065	0.64455	TMEFF2
ENSG00000196950	2	196440701	196602426	466	45	455258	-1.7789	0.96238	SLC39A10
ENSG00000118997	2	196602427	196933536	1019	38	455258	-1.0397	0.85076	DNAH7
ENSG00000081320	2	196998290	197041227	183	16	455258	-0.068336	0.52724	STK17B
ENSG00000138411	2	197059094	197458416	1430	78	455258	-0.62169	0.73293	HECW2
ENSG00000144395	2	197504278	197628214	314	21	455258	-0.12029	0.54787	CCDC150
ENSG00000119041	2	197627756	197664449	55	17	455258	-0.55371	0.71011	GTF3C3
ENSG00000187944	2	197669726	197675000	10	5	455258	-0.64092	0.73921	C2orf66
ENSG00000197121	2	197697728	197792520	202	16	455258	-0.58023	0.71912	PGAP1
ENSG00000065413	2	197831741	198175897	1255	84	455258	0.25045	0.40112	ANKRD44
ENSG00000115524	2	198254508	198299815	72	14	455258	0.30573	0.37991	SF3B1
ENSG00000115520	2	198318147	198340032	31	8	455258	-0.38076	0.64831	COQ10B
ENSG00000144381	2	198351305	198381461	55	10	455258	-0.11408	0.54541	HSPD1
ENSG00000115541	2	198364718	198368181	4	2	455258	-0.0089674	0.50358	HSPE1
ENSG00000270757	2	198365137	198415450	86	14	455258	0.13486	0.44636	HSPE1-MOB4
ENSG00000115540	2	198380295	198418423	66	12	455258	0.045409	0.48189	MOB4
ENSG00000162944	2	198432948	198540769	206	18	455258	0.18807	0.42541	RFTN2
ENSG00000222017	2	198557830	198639547	139	14	455258	0.23886	0.40561	AC011997.1
ENSG00000247626	2	198570087	198573113	2	1	455258	0.28567	0.38757	MARS2
ENSG00000152430	2	198591603	198651486	97	14	455258	0.30743	0.37926	BOLL
ENSG00000115896	2	198669426	199437305	1867	87	455258	0.25037	0.40115	PLCL1
ENSG00000119042	2	200134223	200335989	309	24	455258	0.25969	0.39755	SATB2
ENSG00000226124	2	200625267	200715896	246	45	455258	2.4418	0.0073074	FTCDNL1
ENSG00000178074	2	200775979	200820658	130	22	455258	3.0269	0.0012352	C2orf69
ENSG00000162971	2	200794698	200820459	64	16	455258	3.0127	0.0012948	TYW5
ENSG00000162972	2	200820040	200873263	134	27	455258	2.6015	0.0046414	C2orf47
ENSG00000196141	2	201170604	201346986	529	50	455258	1.2877	0.098931	SPATS2L
ENSG00000155729	2	201353675	201384507	92	26	455258	-0.55468	0.71044	KCTD18
ENSG00000163535	2	201374731	201448505	207	30	455258	-1.2341	0.89141	SGOL2
ENSG00000138356	2	201450591	201541787	356	40	455258	-0.40115	0.65584	AOX1
ENSG00000082153	2	201675317	201688569	27	8	455258	0.14941	0.44061	BZW1
ENSG00000013441	2	201717732	201729422	30	10	455258	0.99718	0.15934	CLK1
ENSG00000240344	2	201735630	201754026	44	12	455258	0.61624	0.26887	PPIL3
ENSG00000196290	2	201754050	201768655	26	9	455258	0.72055	0.23559	NIF3L1
ENSG00000115942	2	201773696	201828403	102	19	455258	0.74269	0.22884	ORC2
ENSG00000155744	2	201838441	201936394	221	22	455258	0.55433	0.28968	FAM126B
ENSG00000119013	2	201936156	201950473	42	7	455258	0.72565	0.23403	NDUFB3
ENSG00000003402	2	201980827	202041410	174	22	455258	0.26967	0.39371	CFLAR
ENSG00000003400	2	202047604	202094129	95	15	455258	-0.59858	0.72527	CASP10
ENSG00000064012	2	202098166	202152434	202	36	455258	-0.00013798	0.50006	CASP8
ENSG00000155749	2	202152994	202222121	237	30	455258	-0.76427	0.77765	ALS2CR12
ENSG00000115993	2	202241930	202316302	180	17	455258	-0.64126	0.73932	TRAK2
ENSG00000082146	2	202252581	202345569	199	19	455258	-0.54359	0.70664	STRADB
ENSG00000155754	2	202352148	202483901	461	25	455258	1.3255	0.092501	ALS2CR11
ENSG00000155755	2	202484907	202508293	42	14	455258	1.3986	0.080971	TMEM237
ENSG00000082126	2	202509593	202563417	184	46	455258	-1.3891	0.9176	MPP4
ENSG00000003393	2	202565277	202645912	303	21	455258	-1.4514	0.92667	ALS2
ENSG00000138395	2	202655184	202760273	308	47	455258	2.1312	0.016534	CDK15
